46;Dark Pact;Necromancer;Your Reanimate adds 1 additional brown die to its defense pool.<br /><br />Each time you suffer <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>, you may choose to have your Reanimate suffer all of the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> instead. Each time your Reanimate suffers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>, you may choose to suffer all of the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> instead.
47;Vampiric Blood;Necromancer;Your Reanimate adds 1 additional yellow power die to its attack pool.<br /><br />Each time you or your Reanimate defeats a monster, you recover 1 Fatigue.
48;Undead Might;Necromancer;Your Reanimate gains +2 Health, even when this card is exhausted.<br /><br />Exhaust this card when your Reanimate attacks a monster. This attack gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
49;Army of Death;Necromancer;"<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with your Reanimate.<br />This attack affects each monster in your line of sight, ignoring range; your Reanimate does not need line of sight to the affected monsters but does need to be on the map."
50;Dying Command;Necromancer;When you or your Reanimate defeats a monster, exhaust this card to test Knowledge. If you fail, recover 1 Fatigue. If you pass, return that monster to the map. Then move the monster up to its Speed and perform an attack with it. Then remove the monster from the map.
51;Soothing Insight;Prophet;Exhaust this card during your turn. You or 1 hero of your choice gains the insight token.<br /><br />When a hero gains the insight token, he recovers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and 1 Fatigue. A hero with the insight token may discard it during his turn to recover 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
52;Battle Vision;Prophet;You gain +1 Awareness up to a maximum of 6.<br /><br />Each hero within 2 spaces of the hero with the insight token may suffer 2 Fatigue to reroll 1 attack die once on each attack.
53;Forewarning;Prophet;Exhaust this card when a monster attacks a hero with the insight token, after rolling dice. Discard the insight token to add 2 Shields to his results.
54;Grim Fate;Prophet;A hero with the insight token may suffer 2 Fatigue and exhaust this card during his turn to force the overlord to reveal the top card of the Overlord deck.<br /><br />That hero forces the overlord to place the revealed card either on the top or the bottom of the Overlord deck.
55;All-Seeing;Prophet;Exhaust this card when the insight token is discarded. Another hero of your choice gains the insight token.
56;Lifeline;Prophet;Exhaust this card when a hero with the insight token would be defeated.<br />Discard the insight token for that hero to immediately recover 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
57;Victory Foretold;Prophet;Exhaust this card when a hero with the insight token attacks a monster, before rolling dice.<br />Discard the insight token for that hero to roll an additional green power die on the attack<br /><br />If the monster is defeated the hero recovers 3 <span class='glyphicon glyphicon-heartt' aria-hidden='true'></span>.
58;Focused Insights;Prophet;You gain +2 Health.<br /><br />When a hero gains the insight token, each hero adjacent to that hero recovers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and 1 Fatigue.
59;Omniscience;Prophet;Exhaust this card when a monster declares a hero with the insight token as the target of an attack, before rolling dice.<br />Discard the insight token to cause the attack to automatically miss.
60;Brew Elixir;Apothecary;Exhaust this card during your turn. Choose yourself or an adjacent hero to gain 1 elixir token.<br /><br />Once during his turn, a hero may discard 1 elixir token to roll 1 red power die and recover <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled.
61;Concoction;Apothecary;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack. If you have at least 1 elixir token, add 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> to the results. This attack gains:<br />Pierce 1<br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
62;Herbal Lore;Apothecary;Exhaust this card when a hero discards 1 elixir token. In addition to any other effect from the discarded elixir token, the hero may also discard 1 of his Condition cards.
63;Inky Substance;Apothecary;Exhaust this card to choose 1 monster within 3 spaces of you and place an elixir token on it.<br /><br :>A hero targeting that monster with an attack may discard the elixir token, before his attack roll, to add 1 additional green power die to his attack pool.
64;Bottled Courage;Apothecary;Exhaust this card during your turn to perform an attack. This attack does not require an action. If you deal at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (after rolling defense dice), choose yourself or an adjacent hero to gain 1 elixir token.
65;Protective Tonic;Apothecary;Exhaust this card immediately after a hero discards an elixir token to place 1 of his hero tokens on this card.<br /><br />A hero may discard 1 of his hero tokens from this card, before rolling defense dice, to add 1 gray die to his defense pool.
66;Secret Formula;Apothecary;You gain +2 Health, even while this card is exhausted.<br /><br />Exhaust this card when a hero with an elixir token declares the target for an attack. he may add 1 additional green die to his attack pool and the attack gains:<br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
67;Hidden Stash;Apothecary;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card. You and each adjacent hero gain 1 elixir token.
68;Potent Remedies;Apothecary;When a hero discards an elixir token, he may roll 1 additional green power die and recover Fatigue equal to the <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> rolled, in addition to any <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> recovered (even if this card is exhausted).<br /><br />You may exhaust this card to revive an adjacent hero withour using an action.
69;Stoneskin;Spiritspeaker;When you or a hero adjacent to you is attacked, before dice are rolled, exhaust this card to add 1 additional gray dice to that hero's defense pool.
70;Drain Spirit;Spiritspeaker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack. If you deal at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (after rolling defense dice), each hero within 3 spaces of you (including yourself) recovers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
71;Healing Rain;Spiritspeaker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Roll 1 red power die. Each hero within 3 spaces of you (including yourself) recovers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled.
72;Shared Pain;Spiritspeaker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack. If you deal at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (after rolling defense dice), each other figure in the target's monster group suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
73;Cloud of Mist;Spiritspeaker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>Exhaust this card.<br />While this card is exhausted, each attack that targets a space within 3 spaces of you misses unless the attacker spends 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span>.
74;Nature's Bounty;Spiritspeaker;Each time you recover Fatigue by resting, you also recover <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the amount of Fatigue recovered.
75;Tempest;Spiritspeaker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card and test Willpower. if you fail, recover 1 Fatigue. If you pass, each monster within 3 spaces of you suffers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and each hero within 3 spaces of you recovers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
76;Ancestor Spirits;Spiritspeaker;"When a monster suffers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> due to 1 of your class skills, exhaust this card; That monster is Poisoned.<br /><br />When a hero recovers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> or Fatigue due to 1 of your class skills, exhaust this card to allow that hero to recover 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and 1 Fatigue."
77;Vigor;Spiritspeaker;Each of your attacks gains:<br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Each hero recovers 1 Fatigue
79;Terracall;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to place a Summoned Stone in an empty space within 3 spaces of you.<br /><br />While this card is exhausted, 1 of your Summoned Stones may perform an attack during its activation (using 1 of your equiped Magic weapons).
80;Earthen Anguish;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to perform an attack with a Magic weapon targeting a space containing a Summoned Stone (ignoring range and line of sight). This attack gains Blast. After the attack is resolved, the Summoned Stone is defeated.
81;Quaking Word;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Magic weapon.<br />This attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Each figure within 2 spaces of a Summoned Stone tests Awareness. Each figure that fails is Stunned.
82;Stone Tongue;Geomancer;You may have 1 additional Summoned Stone on the map at a time.<br /><br />Your Summoned Stones now have a Speed of 3.<br /><br />In addition, each of your Summoned Stones adds 1 additional gray die to its defense pool.
83;Ley Line;Geomancer;You may have 1 additional Summoned Stone on the map at a time.<br /><br />While you are within 3 spaces of any 2 Summoned Stones on the map, you may exhaust this card before any dice are rolled to either add 1 Shield to your defense results or 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> to your attack results.
84;Molten Fury;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Magic weapon, measuring line of sight from a space containing a Summoned Stone. This attack gains:<br /><br />Burn<br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Blast
85;Ways of Stone;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to remove your figure from the map and place it in an empty space adjacent to a Summoned Stone.<br /><br />While this card is exhausted, each of your Summoned Stones may add 1 additional grey die to its defense pool.
86;Gravity Spike;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to choose a monster group. Move each figure of that group up to 2 spaces toward a Summoned Stone. Each figure that ends this movement adjacent to a Summoned Stone suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
87;Cataclysm;Geomancer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card. For each Summoned Stone on the map, perform 1 attack with a Magic weapon, measuring line of sight from a space containing a Summoned Stone. After the attack is resolved, the Summoned Stone is defeated.
88;Enfeebling Hex;Hexer;While you have a Magic weapon equipped, each of your attacks gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Hex 1 monster within 3 spaces of your target<br /><br :>When performing an attack targeting a hexed monster, a hero may discard any number of hex tokens before spending <span class='glyphicon glyphicon-flash' aria-hidden='true'></span>.<br />The attack gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for each hex token discarded.
89;Affliction;Hexer;Exhaust this card when a hexed monster declares a move action and discard 1 hex token from that monster. That monster immediately suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>. In addition, that monster suffers 1 additional <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for each space it moves during its activation.
90;Plague Spasm;Hexer;Exhaust this card when a hexed monster declares an attack, before dice are rolled, and discard 1 hex token from that monster.<br />The target of its attack may add 1 black die to his defense pool.
91;Viral Hex;Hexer;Exhaust this card during your turn to take a number of hex tokens equal to the number of hexed monsters within 3 spaces of you. You may place each hex token on a monster of your choice within 3 spaces of you.
92;Crippling Curse;Hexer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to choose any number of hexed monsters. For each monster chosen, test Knowledge. For each test you pass, you may choose 1 condition for the corresponding monster to suffer.
93;Fel Command;Hexer;Exhaust this card when the hero chooses a hexed monster to activate.<br />Discard 1 hex token from that monster to immediately perform an attack with it. You make all choices during the attack. After the attack is resolved, the monster activates as normal.
94;Internal Rot;Hexer;Each time a monster becomes hexed, you may place 1 additional hex token on that monster.<br /><br />Each of your attacks with a Magic weapon targeting a hexed monster gains Pierce 2.
95;Accursed Arms;Hexer;Exhaust this card during your turn to choose 1 hero adjacent to a hexed monster. The chosen hero may immediately perform 1 attack targeting a hexed monster.
96;Plague Cloud;Hexer;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Magic weapon. This attack targets each hexed monster in your line of sight and ignores range. Each figure rolls defense dice seperately. Before rolling dice for the attack, each monster adjacent to a target monster is hexed.
98;Exploding Rune;Runemaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Rune weapon.<br :>The attack gains Blast.
99;Ghost Armor;Runemaster;After you roll defense dice when attacked, use this card to add 1 Shield to the results.
100;Inscribe Rune;Runemaster;Any weapon you equip gains the Rune trait while equipped.
101;Iron Will;Runemaster;You gain +1 Stamina.<br /><br />Each time you spend 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> during an attack to recover 1 Fatigue , you instead recover 2 Fatigue.
102;Rune Mastery;Runemaster;When you attack with a Rune weapon, you may exhaust this card to add 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> to the results.
103;Runic Sorcery;Runemaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Rune weapon.<br />If this attack deals at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (after rolling defense dive), choose 1 condition. The target suffers the chosen condition.
104;Break the Rune;Runemaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Rune weapon. This attack ignores range and targets each monster and hero figure within 3 spaces of you in your line of sight. Each figure rolls defense dice separately.<br /><br />This attack cannot be affected by Blast.
105;Quick Casting;Runemaster;After you perform an attack with a Rune weapon, exhaust this card to immediately perform an additional attack.
106;Exploit;Stalker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack.<br />If this attack targets a monster within 3 spaces of a trap token, add 1 additional green power die to your attack pool.<br /><br />This attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: The target is Weakened (even if you didn't deal any <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>)
107;Hunter's Mark;Stalker;Exhaust this card during your turn to choose a monster within 3 spaces of a trap token and place 1 of your hero tokens on that monsters base, indicating that it is marked.<br /><br />The next hero to attack a marked monster adds 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> to his attack results.
108;Makeshift Trap;Stalker;Exhaust this card immediately after performing a search action to place 1 trap token in an empty space adjacent to you.<br /><br />While this card is exhausted, each hero adjacent to a trap token recovers 1 Fatigue at the start of his turn.
109;Easy Prey;Stalker;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to perform an attack.<br />Before rolling dice, place 1 trap token in the closest empty space adjacent to the target. While this card is exhausted, each attack targeting a monster adjacent to a trap token gains Pierce 1.
110;Lay of the Land;Stalker;Any hero adjacent to a search token and within 3 spaces of a trap token during their turn may suffer 1 Fatigue to exhaust this card and search the search token without using an action.
111;Poison Barbs;Stalker;Exhaust this card during your turn to choose a trap token on the map.<br /><br />Roll the blue attack die for each monster within 3 spaces of the chosen trap token. Each time you do not roll an X, the monster is Poisoned.<br /><br />Then, discard the trap token.
112;Ambush;Stalker;Exhaust this card when a monster enters an empty space within 3 spaces of a trap token to immediately perform an attack targeting that monster.<br /><br />After the attack is resolved, if the monster was not defeated, it may continue its activation.
113;Upper Hand;Stalker;You gain +1 Stamina and +2 Health.<br /><br /><span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack.<br />Before rolling dice, you may discard any number of trap tokens from the map. For each trap token discarded from the map, this attack gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
115;Set Trap;Stalker;Exhaust this card to place 1 trap token in an empty space adjacent to you.<br /><br />While you are adjacent to a trap token, each of your attacks gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.<br />If a monster enters a space adjacent to a trap token, discard the trap token from the map and that monster suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
116;Greedy;Thief;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Search a search token within 3 spaces of you.
117;Appraisal;Thief;After you draw a Search card, you may discard it to draw a new Search card.<br :>You must keep the second card.
118;Dirty Tricks;Thief;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with a Melee or Blade weapon. If the attack deals at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (after rolling defense dice), the target is Stunned.
119;Sneaky;Thief;You gain +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> on attacks against monsters that did not have line of sight of you at the start of your turn (even if this card is exhausted).<br :><br />You may exhaust this card to perform an open or close a door action without using an action.
120;Caltrops;Thief;When a monster moves into an empty space adjacent to you, exhaust this card to test Awareness. If you pass, the monster suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and is Immobilized.
121;Tumble;Thief;Exhaust this card during your turn. While this card is exhausted, you may move through enemy figures.
122;Unseen;Thief;Exhaust this card during your turn. While this card is exhausted, each attack that targets you misses unless the attacker spends 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span>.
123;Bushwhack;Thief;Exhaust this card during your turn to attack a monster that is the only monster in your line of sight. This attack does not require an action.
124;Lurk;Thief;"Exhaust this card during your turn to perform a search action; this does not require an action. While this card is exhausted, add 1 additional brown die to your defense pool."
125;Delver;Treasure Hunter;If you are not adjacent to any other hero, each of your attacks gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.<br /><br />Each time you would draw a Seach card, instead draw 2 and choose 1 to keep. Then place the other Search card either on top or bottom of the Search deck.
126;Dungeoneer;Treasure Hunter;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to perform a search action. While this card is exhausted, you may perform 1 attack during your turn without using an action.
127;Gold Rush;Treasure Hunter;Exhaust this card during your turn immediately after performing a search action to gain movement points equal to the number of Search cards you have (facedown or faceup), up to a maximum of 5.<br /><br />While this card is exhausted, you may move through enemy figures.
128;Survey;Treasure Hunter;You gain +1 Stamina, even while this card is exhausted.<br /><br />Exhaust this card during your turn to look at the top 3 cards of the Search deck. You may return the cards to the top of the search deck in any order you choose.
129;Guard the Spoils;Treasure Hunter;Exhaust this card when you are targeted by an attack, before dice are rolled. Add the following dice to your defense pool, depending on how many Search cards you have:<br /><br/>0-1 Search cards: 1 brown<br /><br />2 Search cards: 1 gray<br /><br />3+Search cards: 1 black
130;Lure of Fortune;Treasure Hunter;Each time you perform a search action, you recover 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and 1 Fatigue. <br /><br />Additionally, each time you defeat a monster you may move the top card of the Search deck to the bottom of the deck without looking at it.
131;Sleight of Hand;Treasure Hunter;While you have an Exotic or Bow weapon equiped, each of your attacks gains Pierce 2 (even while this card is exhausted).<br /><br />When another hero draws a Search card, exhaust this card to allow him to immediately give the Search card to you.
132;Finder's Keepers;Treasure Hunter;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack with an Exotic weapon, adding 1 additional green power die to your attack pool. This attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for each Search card you have (facedown or faceup), up to a maximum of +4 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
133;Trail of Riches;Treasure Hunter;If you have 2 or more Search cards in front of you (facedown or faceup), you may exhaust this card to search a search token within 3 spaces of you without using an action.
135;Bound by the Hunt;Beastmaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Place your Wolf familiar token in an empty space adjacent to you.<br /><br />You may control 1 Wolf at a time. You may discard your Wolf familiar token at any time during your turn.
136;Bestial Rage;Beastmaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Perform an attack. If you are adjacent to your Wolf, you may reroll 1 attack die.<br /><br />This attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Roll 1 red power die and add the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled to your attack results
137;Stalker;Beastmaster;Immediately after declaring the target of your attack, you may move your Wolf 1 space.<br /><br />Additionally, a monster cannot declare your Wolf as the target of an attack if it could legally target a hero figure instead.
138;Survivalist;Beastmaster;You gain +2 Health.<br /><br :>Each hero adjacent to your Wolf adds 1 additional brown die to his defence pool.<br :><br />While your Wolf is adjacent to a hero, your Wolf adds 1 additional brown die to its defense pool.
139;Feral Frenzy;Beastmaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to perform an attack. After resolving the attack, your Wolf may immediately perform an attack.<br /><br />While this card is exhausted, each hero attacking a monster adjacent to you or your Wolf may add 1 green power die to his attack pool.
140;Savagery;Beastmaster;Each time a hero performs an attack that targets a monster adjacent to your Wolf, he may add 1 additional green power die to his attack pool. Each time your Wolf performs an attack that targets a monster adjacent to a hero figure, your Wolf may add 1 additional green power die to its attack pool.
141;Shadow Hunter;Beastmaster;Your Wolf adds 1 additional gray die to its defense pool.<br /><br />Before activating your Wolf, perform and attack with it, rolling the dice shown below. Then your Wolf is defeated.<br /><br />Melee attack with 2 red, 2 green power dice
142;Changing Skins;Beastmaster;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to perform an attack as if you occupied your Wolf's space.<br /><br />While this card is exhausted, each attack you or your Wolf performs gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Pierce 2<br/><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +5 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
