59;The Water Appears Dark;The water appears dark and smells rather foul.;The overlord chooses 1 hero that does not have a Condition card to test an attribute of the overlord's choice. if he fails, he is Cursed.
60;Barren Field;As you cross through a barren field with no sign of life, your party is assailed by unseen dark energy.;Each hero tests Willpower. Each hero who fails is Cursed.
61;Evil Minions;Evil minions gain strength.;Place this card in the overlord's play area. The overlord may discard this card when activating a monster. That monster gains 2 movement points.
62;Haggling with a Merchant;Haggling with a traveling merchant causes unfortunate delay.;The heroes may choose 1 hero to draw and keep 1 Shop Item card. If they do, the overlord draws 2 Overlord cards.
63;Supply Drop;One of your contacts has left a supply drop for you in this area.;Each hero recovers all damage and fatigue.
64;Rats!;Rats! Rats everywhere! Run!;Each hero with a Speed of 3 or less is Diseased. Each other hero suffers 1 fatigue.
65;Foul Creatures;Foul creatures block the path ahead. You could turn back and find another way, but it will cost precious time.;The heroes may choose to suffer 2 damage each. If they do not, the Overlord draws 2 Overlord cards.
66;Thick, Burning Vapor;A thick, burning vapor seeps into the room through cracks in the ground, and you're quickly enveloped.;The hero with the lowest awareness (the overlord chooses in the case of a tie) is Poisoned and Diseased.
67;Gang of Thugs;A gang of thugs has you cornered in a building. Find a way out!;The overlord chooses one attribute. Each hero tests the chosen attribute. Each hero who fails suffers 1 damage and 1 fatigue.
68;Feral Dogs;Feral dogs lunge at you from a nearby alley, their sharp fangs tearing into you.;Each hero tests Might. Each hero who fails is Bleeding.
69;Crazed Old Man;A crazed old man offers you a shortcut, if you answer his questions correctly.;Each hero tests Knowledge. If 2 or more heroes pass, do not draw a City Event card for the next travel icon the heroes stop at during this phase.
70;Swarms of Rats;Swarms of rats gather in the shadows around you. Their yellowed teeth nip at your heels as you make for the exit.;Each hero suffers 1 Damage or 1 hero suffers 3 Damage.
71;Practitioner of Dark Runecraft;A practitioner of dark runecraft is said to live in this place.;If the heroes choose to investigate, each hero suffers 1 fatigue, and the Overlord discards 1 Overlord card of his choice.
72;Dark and Seedy District;You become lost in a dark and seedy district. You feel eyes upon you...;The heroes choose one hero to test Awareness. If he fails, he suffers 2 Damage. Then draw another city event card for this travel icon.
73;Stone Monolith;Your route is blocked by a massive stone monolith. You'll have to try moving it.;Each hero tests Might. if 2 or more heroes fail, each hero suffers 1 Damage and 1 Fatigue.
74;Collapsed Ceiling;Sections of the ceiling in this building have collapsed. You have to move carefully through it.;Each hero suffers 1 Fatigue.
75;Broken Pipe;A broken pipe spills rotting sewage onto the ground in front of you. You must now wade through it.;Each hero tests Willpower. Each hero who fails is Diseased.
76;Shady Street Vendor;A shady street vendor offers you some enticing goods.;Each hero may test Knowledge. Each hero who passes draws 1 Search card. For each hero who fails the overlord draws 1 Overlord card.
77;Demonic Trap;You've sprung a demonic trap! A blast of searing flame scorches one of your party.;The hero with the highest health (Overlords choice in case of tie) suffers 2 Damage.
78;Collapsed Tunnel;A collapse in this tunnel requires you to spend time digging.;Each hero tests Might. Each hero who fails suffers 1 Fatigue. If 2 or more heroes fail, the Overlord draws 1 Overlord card.
79;Tendrils of Shadow;From the darkness, tendrils of shadow claw at stragglers in your party.;The hero with the lowest Awareness (the Overlord chooses in case of a tie) is Bleeding.
80;Dark Alley;You think you hear something down in a dark alley. It could be nothing, but someone might need help.;Each hero tests Awareness. If 2 or more heroes fail, the Overlord draws 1 Overlord card.
81;Street Urchin;A street urchin guides you through the dark alleys of the city.;Do not draw a City Event card for the next travel icon the heroes stop at during this phase.
82;Large Carriage;A large carriage hurtles towards you with terrifying speed! Dive out of the way!;Each hero test Awareness, Each hero who fails suffers 1 Fatigue and 1 Damage.
83;Shiny Trinket;A shiny trinket sparkles, submerged in the deep, filthy water.;The heroes choose 1 hero to test Willpower. If he passes, he draws 1 Search card. If he fails, the Overlord draws 1 Overlord card.
84;Busteling and Crowded Streets;The streets are busteling and crowded, making them very difficult to navigate.;Each hero suffers 1 Fatigue.
85;Locked Box;You find a locked box covered in etchings of a strange, foreign script.;The heroes choose 1 hero to test Knowledge. If he passes, he draws 1 Search card. If he fails, the Overlord draws 1 Overlord card.
86;Rat Problem;City officials have gone through great lenghts to eliminate the rat problem in this section of the city.;The Overlord places 1 Overlord card from his hand on top of the Overlord deck.
87;Enraged Ynfernael Hulk;An enraged Ynfernael Hulk charges, and the ensuing fight leaves you battered and bloody.;Each hero suffers 2 Damage.
88;Canteen in the Sewer;In desperate need of water, you come across a canteen floating in the sewer.;If the heroes choose to drink, they choose 1 hero to be poisoned. Otherwise, the Overlord draws 2 Overlord cards.
89;Spy Following You;The spy following you is very careful and avoids being spotted.;The Overlord draws 1 Overlord card.
90;Escort of Guardsmen;And escort of guardsmen joins you, guiding you through the city.;Do not draw a City card for the next travel icon the heroes stop at during this phase.
91;Vicious Beasts;You've been cornered by vicious beasts and are forced to fight your way out.;Roll 2 red power dice. The heroes must collectivly suffer Damage equal to the amount of Damage rolled. They may split the Damage in any way.
92;Tavern Brawl;A brawl has broken out in the local tavern.;If the heroes choose to break up the fight, each hero suffers 1 Damage. Otherwise, the Overlord draws 1 Overlord card.
93;Shady Traveler;A shady traveler offers you directions, for a price.;If the heroes choose to spend 25 gold, do not draw a Travel Event card for the next travel icon stopped at this phase.
94;Goblin Scout;A goblin scout is running to warn his comrades!;One hero with a Ranged weapon rolls that weapon's dice. If the total range rolled is less than 4, each hero suffers 2 Damage.
95;Vicious Thunderstorm;A vicious thunderstorm hinders your progress.;Each hero suffers 1 Fatigue. Draw another Travel Event card for this location.
96;Hideous Plague Worm;A hideous plague worm attacks!;The overlord chooses one hero. That hero suffers 1 Damage and is Weakened
97;Corrupted Waters;Something foul has corrupted these waters.;Each hero tests Might. Each hero that fails gains an infection token or is Poisoned, overlord's choice.
98;Captured Spy;A captured spy divulges many secrets.;The overlord reveals his hand. The hero players may force him to discard his entire hand of cards. The overlord draws Overlord cards equal to the number discarded.
99;Lone Knight;A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.;"Draw cards from the current Act's Shop Item Deck until a Melee weapon is revealed.
One hero may choose to perform an attack with a Melee weapon against a grey defense die. This hero is also targeted by an attack from the drawn Shop Item, using his normal defense pool.
If the hero deals more Damage than he suffers, he may take the drawn Shop Item. If he suffers more Damage than he deals, discard the drawn Shop Item. In either case, return this card to the box. If the heroes choose not to do this, treat this Travel Event as ""No Event."""
666;Mapstone;The Heroes used the Mapstone.;Once during each travel step, the heroes may use the Mapstone to skip a travel step.
999;Skipped;Travel skipped!;The overlord did not draw a travel card for this travel step.
